primary_method,active_standardized_method_name,active_method_class,scoring_standardized_method_name,scoring_method_class,instructions_standardized_method_name,instructions_method_class,final_standardized_method_name,final_method_class,decision
well-founded measure on third argument,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,sources_agree
well-founded measure on third argument of F,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
well-founded measure on total S count in third argument,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
well-founded measure μ,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
well-founded monotone algebra,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded monotone algebra interpretation,,,interpretation_argument,polynomial,interpretation_argument,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
well-founded multiset / lexicographic ordering proof,,,multiset_measure,direct_measure,,,multiset_measure,direct_measure,scoring_reviewed_migration
well-founded multiset measure on third-argument sizes,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
well-founded multivariate measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded Nat measure / structural descent,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
well-founded natural-number interpretation,,,interpretation_argument,polynomial,interpretation_argument,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
well-founded numeric measure / RPO precedence,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
well-founded order on third argument,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
well-founded order on third argument of F,path_order_generic,path_order,path_order_generic,path_order,,,path_order_generic,path_order,sources_agree
well-founded ordering,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
well-founded ordering argument,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
well-founded ordering via lexicographic size and structural depth measures,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
well-founded recursion,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded recursion / lexicographic ordering,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
well-founded reduction ordering / measure,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
well-founded simplification order (LPO/RPO),,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
well-founded simplification ordering,,,path_order_generic,path_order,,,path_order_generic,path_order,scoring_reviewed_migration
well-founded structural induction on Trace,structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
well-founded structural measure (cherry count + banana-grape depth),direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
well-founded structural measure (grape-count descent),direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
well-founded structural measure with induction,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
well-founded subterm relation on third argument,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
well-founded syntactic multimeasure (constructor occurrences + subterm structure),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
"well-founded term measure (F-count, S-depth)",,,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,scoring_reviewed_migration
well-founded term ordering / lexicographic path ordering,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
well-founded weight function,,,weight_measure,direct_measure,weight_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded weight interpretation,,,interpretation_argument,polynomial,interpretation_argument,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
well-founded/lexicographic measure on term structure,lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
well‑founded decreasing measure termination argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well‑founded syntactic measure / interpretation,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well‑founded “decreasing measure” termination argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
